epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,3773.49,0.46941,0.63408,0.93533,0.92694,0.97847,0.96551,0.58386,1.02131,1.06133,1.4718,0.000279725,0.000279725,0.000279725
180,3794.43,0.50139,0.66084,0.94627,0.93314,0.9556,0.9602,0.56016,1.07607,1.12627,1.52727,0.000278488,0.000278488,0.000278488
181,3815.81,0.47998,0.64478,0.94285,0.93342,0.95295,0.97476,0.61108,1.0139,1.05713,1.41486,0.00027725,0.00027725,0.00027725
182,3836.73,0.49085,0.65141,0.94393,0.93918,0.9619,0.98014,0.60388,1.02706,1.05004,1.44428,0.000276013,0.000276013,0.000276013
183,3857.7,0.4848,0.64746,0.9405,0.93741,0.95571,0.96448,0.57391,1.06013,1.09063,1.52069,0.000274775,0.000274775,0.000274775
184,3878.67,0.48039,0.64485,0.94971,0.94481,0.94624,0.95471,0.59316,1.01513,1.04929,1.44887,0.000273537,0.000273537,0.000273537
185,3899.79,0.46676,0.63394,0.93064,0.93518,0.9466,0.95262,0.57773,1.02432,1.04145,1.48629,0.0002723,0.0002723,0.0002723
186,3920.72,0.46865,0.63211,0.9306,0.94156,0.96081,0.96555,0.58898,1.02693,1.03749,1.48756,0.000271062,0.000271062,0.000271062
187,3941.57,0.47461,0.62495,0.93829,0.94896,0.96855,0.97283,0.59419,1.02204,1.02351,1.47035,0.000269825,0.000269825,0.000269825
188,3963.02,0.46742,0.63083,0.92904,0.94091,0.98367,0.97783,0.60393,1.02343,1.01527,1.49054,0.000268587,0.000268587,0.000268587
189,3983.88,0.46913,0.63434,0.92253,0.94428,0.98107,0.97846,0.62887,0.99289,0.99284,1.43186,0.00026735,0.00026735,0.00026735
190,4004.71,0.48231,0.63622,0.94061,0.9453,0.98002,0.97848,0.61609,1.01385,0.99691,1.46052,0.000266113,0.000266113,0.000266113
191,4025.78,0.4602,0.61422,0.92119,0.9339,0.9725,0.97051,0.59664,1.03012,1.02995,1.48101,0.000264875,0.000264875,0.000264875
192,4046.77,0.46028,0.62231,0.92409,0.92176,0.9578,0.96296,0.60818,1.02444,1.05716,1.46789,0.000263637,0.000263637,0.000263637
193,4067.74,0.44867,0.62413,0.92829,0.94567,0.97414,0.96604,0.59674,1.03872,1.05765,1.48734,0.0002624,0.0002624,0.0002624
194,4088.76,0.4588,0.62059,0.92123,0.95106,0.97626,0.96582,0.60346,1.01509,1.02423,1.45517,0.000261163,0.000261163,0.000261163
195,4109.77,0.46298,0.61278,0.92572,0.94379,0.95949,0.96202,0.61854,1.00322,1.01797,1.43044,0.000259925,0.000259925,0.000259925
196,4131.26,0.46345,0.62852,0.91819,0.94495,0.95791,0.95986,0.59658,1.01629,1.03361,1.45831,0.000258687,0.000258687,0.000258687
197,4152.28,0.45577,0.62296,0.92394,0.94127,0.95881,0.95689,0.59417,1.02907,1.03298,1.45787,0.00025745,0.00025745,0.00025745
198,4173.26,0.45426,0.62077,0.92513,0.94449,0.96305,0.95685,0.59866,1.03397,1.07139,1.45762,0.000256213,0.000256213,0.000256213
199,4194.24,0.45218,0.63282,0.91603,0.94692,0.96426,0.9663,0.60795,1.02497,1.08043,1.43675,0.000254975,0.000254975,0.000254975
200,4215.19,0.43477,0.60696,0.91149,0.93889,0.96277,0.96555,0.61146,1.0161,1.04917,1.41566,0.000253737,0.000253737,0.000253737
